sentence,gold_mwe,pred_mwe
güneşten yanmamış tarafı fil dişi bir sütunun kaidesine benziyor .,fil dişi,fil_dişi
yeni gelen üç kişi bir an girmekle girmemek arası kapının içinde duraladılar .,bir an,bir_an
karabuğday rengindeki esmer simasının üzerinde bir çift duru bakışlı güvela gözleri vardı .,bir çift,bir_çift
"genel sekreter , kazadaki sıtma durumu hakkında verdiğim uzun tafsilattan pek memnun kaldı .",genel sekreter,genel_sekreter
sanki bütün o insanlar durup dururken ses yükselttiler .,durup dururken,durup_dururken
"nabi efendi , nezahat hanım'ı duvak düşkünü bir taze diye almıştı .",duvak düşkünü,duvak_düşkünü
bu laflarda gerçek payı ne kadar çoksa duygu payı da ondan az değildir .,ne kadar,ne_kadar
ona en azından iyi duygulanımlar vermem gerekirken üzüyorum onu .,en azından,en_azından
"derinlerden gelen kesik düdük sesleri arasında , evimin ve çocuklarımın çığlığını yakalamak için bir hayli uğraştım .",bir hayli,bir_hayli
"sımsıkı bağlanmış bir örme kese çıkarıyor , birer birer düğmelerini çözüyor .",birer birer,birer_birer
"i̇çi ne kadar karışık olursa olsun , bu samimiyet her düğümü çözer .",ne kadar,ne_kadar
dünkü çocuk bize akıl öğretmeye kalktı .,dünkü çocuk,dünkü_çocuk
i̇yi giyinmek her zaman dürüst bir zevk ifade etmez .,her zaman,her_zaman
"perdede iki adam yumrukla , tekmeyle , düşe kalka dövüşüyordu .",düşe kalka,düşe_kalka
fakat hanımlık kısa sürdü ; devlet düşkünlüğü kolay değil .,kolay değil,kolay_değil
ekmek düşmanı .,ekmek düşmanı,ekmek_düşmanı
dolmuşa bindiğine göre orta hâlli belki de daha düşük olacak .,belki de,belki_de
ülküsel güzellik ve ten ihtirası yaşanan aşkta iç içe karışır .,iç içe,iç_içe
"türlü şiir anlayışları üzerinde düşünmüş , zaman zaman türlü şairleri sevmiştir .",zaman zaman,zaman_zaman
"düşünsel düzeyini de bildiğine göre , öyle uzun boylu bir hazırlık yapması gerekmezdi .",uzun boylu,uzun_boylu
annemi verem iyiden iyiye düşürmüştü .,iyiden iyiye,iyiden_iyiye
"para biriktirmek . yemek seçmek , örneklerindeki para , yemek kelimeleri .",yemek seçmek,yemek_seçmek
"ebe sendin , yaklaş da gözlerini bağlayayım , ebelikten kolay kolay yakayı sıyıramazsın .",kolay kolay,kolay_kolay
sanki bir ecza kutusu şu ısırgana benzeyen koyu yeşil ot .,koyu yeşil,koyu_yeşil
sanki bir ecza kutusu şu ısırgana benzeyen koyu yeşil ot .,ecza kutusu,ecza_kutusu
"olur şey mi bu , haydi edebinle çık git , çekil karşımdan !",olur şey,olur_şey
sigarasını efkârlı olduğu zamanlar yaptığı gibi sık nefeslerle çabuk çabuk içiyordu .,çabuk çabuk,çabuk_çabuk
"bir handa , yorgun argın tatlı bir uykudaydık .",yorgun argın,yorgun_argın
eğri büğrü sokaklarda kaybolduğumu sandığım bir dakikada birdenbire güzel bir meydana çıkıverdim .,eğri büğrü,eğri_büğrü
"tek kanatlı , tahta parçalarıyla ekli püklü , üstlerinden çatlak , topuzları kopmuş kapılar .",ekli püklü,ekli_püklü
biz iyi kötü tiyatroya bağlamışız ekmeğimizi .,iyi kötü,iyi_kötü
un da beş altı ekmeklik .,beş altı,beş_altı
"ekoloji o günden bugüne karşı karşıya kaldığı tehlikenin büyümesi ile orantılı bir boyutta gelişti , bir bilim hâlini aldı .",karşı karşıya,karşı_karşıya
"çok sayıda tabanca , mavzer mermisi ile bir sandık el bombası , altı alman mavzeri buldu .",el bombası,el_bombası
"hep aynı numara , sen bize göstereceksen başka el çabukluğu göster .",el çabukluğu,el_çabukluğu
bir ihtiyarın elinde bir elektrik feneriyle acele acele sokak kapısından girdiğini gördük .,acele acele,acele_acele
"bu mumlar , şehrin elektrik santrali yıkılmadıkça sönmeyecek galiba ?",elektrik santrali,elektrik_santrali
el emeği olarak bir milyon lira aldık .,el emeği,el_emeği
ama el şakası filan yapmadı benimle .,el şakası,el_şakası
konaktayken hiç olmazsa el ulakları vardı .,hiç olmazsa,hiç_olmazsa
"bu emele vasıl olmak için bütün gayretimi sarf edeceğim , elimden geleni yapacağım .",vasıl olmak,vasıl_olmak
enayicesine bütün şehir insanlarının gözü önünde yapılan hırsızlığı bile bile .,gözü önünde,gözü_önünde
enayicesine bütün şehir insanlarının gözü önünde yapılan hırsızlığı bile bile .,bile bile,bile_bile
söz konusu mezarlıklarda ölüleri olanların endişelenmesine lüzum yoktu .,söz konusu,söz_konusu
bana gelen enjeksiyoncu sık sık onu da iğneler .,sık sık,sık_sık
"sözlerin içine sık sık somut örnekler , epizotlar sıkıştırıyorlar .",sık sık,sık_sık
"sanat eri çalışır , bir eser kor ortaya , onun güzel olduğuna inanır , o güzelliği herkesin anlamasını , kavramasını ister .",sanat eri,sanat_eri
koç yumurtası .,koç yumurtası,koç_yumurtası
"çamlıca tepesinden bakınca i̇stanbul , esatirî ve baş döndürücü bir güzellikle karşımızda yatardı .",baş döndürücü,baş_döndürücü
"sıkı fıkı dostluklarını değil , şöyle uzaktan bile merhabalarını istemiyorum .",sıkı fıkı,sıkı_fıkı
"ne de olsa eski toprak , atlatır bu vartayı da .",ne de olsa,ne_de_olsa
"ne de olsa eski toprak , atlatır bu vartayı da .",eski toprak,eski_toprak
"haberler iyi değil , rivayetler gönlümü bulandırıyor , sürgünmüş , göz hapsiymiş , estek köstek .",estek köstek,estek_köstek
sağlığını sormaya gelip giden eş dostun ağzı da sıkı sıkı tembihlenip kilitlenince .,sıkı sıkı,sıkı_sıkı
"güzel i̇nebolu kızı , duvara yapıştırılan gazi'nin resmine uzun uzun baktı .",uzun uzun,uzun_uzun
bu adam bir aralık eşkıyalık yapmış çok nemrut bir herif .,bir aralık,bir_aralık
"bereket versin ateş koydu demin komşu kadın / üşüyorsan eşiver mangalı , eş , eş de ısın",bereket versin,bereket_versin
duvardaki saatleri yaylar işletiyorsa ev hayatındaki eşref saatlerini de tatlı dil işletir .,tatlı dil,tatlı_dil
ev bark sahibi olunca hepsinden vazgeçti .,ev bark,ev_bark
. bazı kimselerin üç dört koyun ve ineğinden başka evcil hayvanı yoktur .,üç dört,üç_dört
"evdecinin karısı , yakası açılmadık laflarla bizi gülmekten kırar geçirirdi .",yakası açılmadık,yakası_açılmadık
"arkadaşım doktor nâzım'ın küçük lojmanında , bir eski evrak dolabı vardı .",evrak dolabı,evrak_dolabı
mahzun yüzünü ağlaya ağlaya öpmek arzusu içimi bir açlık gibi ezdi .,ağlaya ağlaya,ağlaya_ağlaya
bilmem hangi bir esnaf cemiyetinin fahri kâtibiymiş .,bilmem hangi,bilmem_hangi
biz faili meçhul cinayetleri soruştururken iki sorunun yanıtını araştırırız .,faili meçhul,faili_meçhul
"fak fuk fonu ona bir inek vermiş , plastik bir kaba yoğurt yapıp getiriyordu .",fak fuk fonu,fak_fuk_fonu
bu hindileri yiyen oradaki fakir fukara da müsteşar beye amma da dua etmiştir .,fakir fukara,fakir_fukara
"ona kâğıt , kalem falan filan lazım .",falan filan,falan_filan
"bunun üzerine , işe bir son vermek farz oldu .",son vermek,son_vermek
vücudu fasla fasla kabarmış .,fasla fasla,fasla_fasla
"bu barut kokulu alçaklık ve zorbalık havasını uzun uzun , derin derin içine çekti .",derin derin,derin_derin
"bu barut kokulu alçaklık ve zorbalık havasını uzun uzun , derin derin içine çekti .",uzun uzun,uzun_uzun
fellek fellek çocuğunu arıyor .,fellek fellek,fellek_fellek
ekmek mayası .,ekmek mayası,ekmek_mayası
"ona bu akılları öğreten , hep o fesat kumkuması teres .",fesat kumkuması,fesat_kumkuması
avuç avuç bu fettan kadına para dökerler de doktora on kuruş vermeyi çok görürler .,avuç avuç,avuç_avuç
yurt dışındakiler akın akın yurda dönmeye başladı .,akın akın,akın_akın
cin yahut periler bu evi elden kaçırmamak için ne kadar hırçınlık etseler yeridir .,ne kadar,ne_kadar
"kara yağız , az tombul , fıldır göz , son derece kanı sıcak biridir .",son derece,son_derece
"kara yağız , az tombul , fıldır göz , son derece kanı sıcak biridir .",kanı sıcak,kanı_sıcak
"kara yağız , az tombul , fıldır göz , son derece kanı sıcak biridir .",kara yağız,kara_yağız
"şimdi bir karış piçler bile zavallıya ulan , hödük , bana baksana diye hitap ediyorlar .",bir karış,bir_karış
"tam o sırada çıt etti , merdivenin üstüne asılı farbalaların bir köşesi koptu .",o sırada,o_sırada
fırt fırt ne girip çıkıyorsun ?,fırt fırt,fırt_fırt
kazamız pek öyle fırtına uğrağı bir yer değildir .,fırtına uğrağı,fırtına_uğrağı
"ağabeyi ile fısıl fısıl konuştular , birlikte sevindiler .",fısıl fısıl,fısıl_fısıl
"yeğeni gündüz okuduğu gazetelerdeki haberleri , kimseye duyurmadan fısır fısır ona aktarıyor .",fısır fısır,fısır_fısır
kumaş fışır fışır ediyor .,fışır fışır,fışır_fışır
"filika hafif hafif sallanıyor , denizin alçalıp yükselmesine ayak uydurmuş .",hafif hafif,hafif_hafif
hayvanlar iki şubeye ayrılır : bir hücreliler ile çok hücreliler .,çok hücreliler,çok_hücreliler
kestane fişeği .,kestane fişeği,kestane_fişeği
"ona , celâl seni müdüre gammazlıyor , haberin olsun , dedi .",haberin olsun,haberin_olsun
"i̇stiyorum ki binlerce yıldızcık parlasın , göz alıcı bir fiziki hadise vuku bulsun !",göz alıcı,göz_alıcı
fokstrotta uzun boylu konuşamam .,uzun boylu,uzun_boylu
tencere fokur fokur kaynıyor .,fokur fokur,fokur_fokur
forma başında olduğu için sık sık aynı yerinden açılan kitabın o cümlesine tesadüf etti .,sık sık,sık_sık
"bir ara ne olur ne olmaz deyip frenleri , fren balatalarını gözden geçirdik .",bir ara,bir_ara
"bir ara ne olur ne olmaz deyip frenleri , fren balatalarını gözden geçirdik .",ne olur ne olmaz,ne_olur_ne_olmaz
"çok geçmeden bölük , arkasında ince bir toz bulutu bırakıp dikenli fundalıklar arasından tespih dizisi gibi aktı .",çok geçmeden,çok_geçmeden
"çok geçmeden bölük , arkasında ince bir toz bulutu bırakıp dikenli fundalıklar arasından tespih dizisi gibi aktı .",toz bulutu,toz_bulutu
"bu sorunun içinde , futbolumuz dâhil , irdelenmesi gerekli pek çok şey var .",pek çok,pek_çok
bostan dolabı gacır gucur dönüyordu .,gacır gucur,gacır_gucur
bostan dolabı gacır gucur dönüyordu .,bostan dolabı,bostan_dolabı
"kuşların boyu , ağacın boyuyla hemen hemen aynıydı ; gagaları üst dallara değiyordu .",hemen hemen,hemen_hemen
bir gamlı hazanın seherinde / israra ne hacet yine bülbül ?,ne hacet,ne_hacet
"büyücek memurların , eski devirden kalma paşaların ve bir parça zengin olanların aileleri suni bir kibar âlemi yapmaya çalışırlar ve esaslarını feda ederek sözde garplılaşırlar , frenkleşirler .",bir parça,bir_parça
bu gayretkeşliğin er geç tavsayacağını biliyordu .,er geç,er_geç
yol yol ağarmış saçlarını gaz boyamasının altına saklamış .,yol yol,yol_yol
her gün gazeteye uğruyordu .,her gün,her_gün
akmasa da damlar .,akmasa da damlar,akmasa_da_damlar
"çoluk çocuğunun nafakası için geceli gündüzlü örs başından ayrılmayan demirciyi göreyim , dedim , bir gün .",geceli gündüzlü,geceli_gündüzlü
senin de yedi göbek geçmişine rahmet okusun ha ?,yedi göbek,yedi_göbek
halkımıza turizmin gelir kaynağı olduğu gerçeği belletilmeye çalışılıyor .,gelir kaynağı,gelir_kaynağı
görmezlikten gelmek .,görmezlikten gelmek,görmezlikten_gelmek
toprakları üzerinde gelmiş geçmiş eski uygarlıkların insancıl kalıtını özümlemişti .,gelmiş geçmiş,gelmiş_geçmiş
doğrusu ben o zamana kadar bu kadar zarif ve centilmen bir türk generali görmemiştim .,bu kadar,bu_kadar
"bir dilde düzeltim , kimi zaman da reform gereksemesinin birçok nedenleri olabilir .",kimi zaman,kimi_zaman
"beşiktaş sırtları pırıl pırıl , aradaki boğaz parçası masmaviydi .",pırıl pırıl,pırıl_pırıl
dün bir deri bir kemik hâlinde eve getirip bırakmışlar .,bir deri bir kemik,bir_deri_bir_kemik
haftada bir cuma günleri işleyen küçük bir kahve ayda ne kadar gelir getirirse .,ne kadar,ne_kadar
hikâyeye girmeden evvel uzun uzun gevezelikler yapmamalıyız .,uzun uzun,uzun_uzun
tek başına buralarda gezdiği hâlde aradığını bulamıyordu .,tek başına,tek_başına
"oğlum iyileşti , yavaş yavaş gezmeye başladı .",yavaş yavaş,yavaş_yavaş
gıcırı bükme bir laf .,gıcırı bükme,gıcırı_bükme
bu parayı senden gıcırı bükme alırım .,gıcırı bükme,gıcırı_bükme
bu yüklü gıda rejimi onu bir dirhem dahi şişmanlatmaz .,gıda rejimi,gıda_rejimi
bu yüklü gıda rejimi onu bir dirhem dahi şişmanlatmaz .,bir dirhem,bir_dirhem
makine gıldır gıldır çalışıyor .,gıldır gıldır,gıldır_gıldır
gıyabi hüküm .,gıyabi hüküm,gıyabi_hüküm
giderayak orada bir de resim imzalamışlar .,bir de,bir_de
parklarını bir giriş ücreti karşılığı halka açmakla bakım masraflarını çıkarmaya uğraşmaktadırlar .,giriş ücreti,giriş_ücreti
her gün çalışmaya gidiyor .,her gün,her_gün
türkiye büyük millet meclisi . kapalı oturumlar yapabilir .,millet meclisi,millet_meclisi
düğmeleri birer birer açtı göbeğine dek .,birer birer,birer_birer
turgut'un göbek adı mehmet'tir .,göbek adı,göbek_adı
"maşatlığın ince bir yosun tabakasıyla örtülü mermerleri güneşle kızıyor , tatlı bir göbek taşı sıcaklığı alıyordu .",göbek taşı,göbek_taşı
yüzyıl başında doğanlardan günümüze kalanlar birer birer göçüyor .,birer birer,birer_birer
gömme banyo .,gömme banyo,gömme_banyo
"kapıdan girince sol yanda bir ocağı , sağ yanda da duvara gömme bir dolabıyla beş altı rafı vardı .",beş altı,beş_altı
sen bu sağlam bünye ile daha pek çok kimseyi gömersin .,pek çok,pek_çok
"bununla birlikte adamlara kürkler , postlar , kepenekler ve keçe çizmeler dağıtılarak gönülsüzlükleri giderilmeye çalışıldı .",bununla birlikte,bununla_birlikte
görgü tanığı .,görgü tanığı,görgü_tanığı
ara sıra görüşelim .,ara sıra,ara_sıra
gözden geçirmek .,gözden geçirmek,gözden_geçirmek
gözden düşmek .,gözden düşmek,gözden_düşmek
"şimdi yirmi yaşında , koca hastanenin göz bebeği .",göz bebeği,göz_bebeği
"gök bilimci gözlemle , kimya bilgini ise deneyle gerçeğe varmaya çalışır .",gök bilimci,gök_bilimci
"senden alın teri , benden göz nuru .",alın teri,alın_teri
"senden alın teri , benden göz nuru .",göz nuru,göz_nuru
yaşama gözü kapalı dalmadık .,gözü kapalı,gözü_kapalı
yıllar yılı gramere bakmadan üç kelime yazmadığını kendi itiraf eder .,yıllar yılı,yıllar_yılı
"ortalığı saran barut rengi aydınlık açıldı , açıldı , kül rengine döndü .",barut rengi,barut_rengi
grizu patlamasını önlemek için lambaların alevi ince tel örgü içine alınır .,tel örgü,tel_örgü
"hızını artıran yel , yamuk yumuk sokaktaki gübreli tozları kaldırıyordu .",yamuk yumuk,yamuk_yumuk
"çalıkuşu , bizim millî eğitim davamızı ele alan güdümlü bir romandır .",millî eğitim,millî_eğitim
"minimini gül yağı şişesini getirdi , içine kolonya koydum .",gül yağı,gül_yağı
"ay ışığının , yüksek servileri ince ince gümüşlediği bir şato korusundaymışlar .",ince ince,ince_ince
"baksana , gündüz gözüyle hayal görmeye başladım .",gündüz gözüyle,gündüz_gözüyle
"yatak çarşaflarına varıncaya dek bütün döşeğini balkona çıkardım , güneşlettim akşama kadar .",akşama kadar,akşama_kadar
günlük gazetelerde her gün başvuran öğrencilerin adları yayımlanıyordu .,her gün,her_gün
"bir iki kere günübirliğine , bir iki kere de gece yatısına gidebilirlerdi .",bir iki,bir_iki
üç senedir günü gününe hissiyatımı yazıyorum .,günü gününe,günü_gününe
pala bıyıklı adamın sesi kapının önünde gürledi .,pala bıyıklı,pala_bıyıklı
karabuğday rengindeki esmer simasının üzerinde bir çift duru bakışlı güvela gözleri vardı .,bir çift,bir_çift
"i̇leride , laboratuvarın geniş sahasını çevreleyen gri duvarların dibinde iki güvenlik görevlisi sigara içiyorlardı .",güvenlik görevlisi,güvenlik_görevlisi
güzelliğin on para etmez / bu bendeki aşk olmasa,on para etmez,on_para_etmez
ha göreyim seni !,göreyim seni,göreyim_seni
hadi hadi !,hadi hadi,hadi_hadi
uykuda gözünün önüne hadsiz hesapsız münasebetsizlikler gelir .,hadsiz hesapsız,hadsiz_hesapsız
ayaklarımı hafif hafif sendeleyerek yürüyordum .,hafif hafif,hafif_hafif
"belli ki hafif tertip , başı duman .",hafif tertip,hafif_tertip
"gene de hiçbir zaman daha ileri gidip gerçeği ortaya çıkarmaya çalışmadı , hafiyelik etmeye kalkmadı .",gene de,gene_de
". boynunu bükmüş , vefasızlığıma için için ağlıyordu .",için için,için_için
kırk halayıklı saray yavrularına kaç senedir boya fırçası dokunmadı .,boya fırçası,boya_fırçası
