sentence_id,sentence_text,pred_tokens
7783,"Artık yavaş yavaş göçüyor , boyu kısalıyor , teni sararıyor , hareketleri ağırlaşıyordu .","Artık yavaş_yavaş göçüyor , boyu kısalıyor , teni sararıyor , hareketleri ağırlaşıyordu ."
7787,"Akşama doğru , ağırlığın başında bezgin neferlere iş gördürmeye uğraşıyordum .","Akşama_doğru , ağırlığın başında bezgin neferlere iş gördürmeye uğraşıyordum ."
7789,Topun ağzında .,Topun_ağzında .
7790,Hem ellerindekilerini asıyor hem de ağız kalabalığıyla alt kata bir şeyler söylüyordu .,Hem ellerindekilerini asıyor hem_de ağız kalabalığıyla alt kata bir şeyler söylüyordu .
7791,"Kiraz , bilir miydi ki günün birinde tütün diye bir ot çıkacak ve insanlar bunu içmek için dallarını kesip kesip ağızlık yapacak ?","Kiraz , bilir miydi ki günün_birinde tütün diye bir ot çıkacak ve insanlar bunu içmek için dallarını kesip kesip ağızlık yapacak ?"
7792,"Bu vücut , bütün azası kırılmış , birbiri üstüne yığılmış bir külçe halinde .","Bu vücut , bütün azası kırılmış , birbiri_üstüne yığılmış bir külçe halinde ."
7795,"Öşürcüler , ağnamcılar , tahsildarlar , zaptiyeler köylerde kuzu gibi namuslu namuslu dolaşırlarmış .","Öşürcüler , ağnamcılar , tahsildarlar , zaptiyeler köylerde kuzu_gibi namuslu namuslu dolaşırlarmış ."
7797,"Kimi kez , herkese doğal gelen bir şeye ağzı açık bakakalırdım .","Kimi kez , herkese doğal gelen bir şeye ağzı_açık bakakalırdım ."
7798,Kâğıtlarını kendi eliyle aharlayıp terbiye etmek itiyadındaydı .,Kâğıtlarını kendi eliyle aharlayıp terbiye_etmek itiyadındaydı .
7810,"Sabahları ekmek dağıtmaya çıkan , ayda bir de aidat toplayan Meryem dışında kimse çalmazdı kapısını .","Sabahları ekmek dağıtmaya çıkan , ayda bir_de aidat toplayan Meryem dışında kimse çalmazdı kapısını ."
7812,"Kocasından ayrılacakmış , gece karar vermişler , aile meclisi toplanmış .","Kocasından ayrılacakmış , gece karar vermişler , aile_meclisi toplanmış ."
7815,"Kulağı iki kesik tırnak kıskacına aldıktan sonra başı şiddetle sağa sola sarsar , akabinde yanaklarda patlayan iki şimşek alevi gözlerden çıkar .","Kulağı iki kesik tırnak kıskacına aldıktan sonra başı şiddetle sağa_sola sarsar , akabinde yanaklarda patlayan iki şimşek alevi gözlerden çıkar ."
7826,"Bin atlı , akınlarda çocuklar gibi şendik / Bin atlı o gün dev gibi bir orduyu yendik !","Bin atlı , akınlarda çocuklar gibi şendik / Bin atlı o gün dev_gibi bir orduyu yendik !"
7830,İkide birde barutla infilak akisleri geliyordu .,İkide_birde barutla infilak akisleri geliyordu .
7835,"Çarşafın kumaşı da yer yer akmış , buruşmuştu .","Çarşafın kumaşı da yer_yer akmış , buruşmuştu ."
7836,Her adım atışında koyu lacivert akordiyon eteği hakikaten bir armonik gibi açılıp kapanıyordu .,Her adım atışında koyu_lacivert akordiyon eteği hakikaten bir armonik gibi açılıp kapanıyordu .
7847,Tiyatro ve aktörlük onun için biçilmiş kaftandı .,Tiyatro ve aktörlük onun_için biçilmiş kaftandı .
7848,Al bayrak .,Al_bayrak .
7849,"Beni Konya Lezzet Lokantasına götürdü , âlâ bir öğle yemeği çekti .","Beni Konya Lezzet Lokantasına götürdü , âlâ bir öğle_yemeği çekti ."
7853,O kadar acıklı ki sorduğun sebep bizden / Biz bile saklamaya çalıştık kendimizden .,O_kadar acıklı ki sorduğun sebep bizden / Biz bile saklamaya çalıştık kendimizden .
7855,"Sanat kapalı bir alan değildir ; sanat eseri herkes için , bütün toplum için yaratılır .","Sanat kapalı bir alan değildir ; sanat_eseri herkes için , bütün toplum için yaratılır ."
7858,Düğün alayı .,Düğün_alayı .
7861,"Sonra o çatma örtülü minderin üstüne oturmuş , albayın İstanbul hakkındaki suallerine kısa kısa cevap vermişti .","Sonra o çatma örtülü minderin üstüne oturmuş , albayın İstanbul hakkındaki suallerine kısa_kısa cevap vermişti ."
7863,"Alçarak sandalyede , bacak bacak üstüne atar , kolaylıkla , çabucak yazardı .","Alçarak sandalyede , bacak_bacak_üstüne atar , kolaylıkla , çabucak yazardı ."
7865,Uğradığı düş kırıklığı adımlarına yansıyan sünepe bir adam .,Uğradığı düş_kırıklığı adımlarına yansıyan sünepe bir adam .
7868,"Geçen kışın tiyatro , cambazhane âlemlerini uzun uzun tasvir ediyordu .","Geçen kışın tiyatro , cambazhane âlemlerini uzun_uzun tasvir ediyordu ."
7869,Zevcesinden aldığı yüz kızartıcı mektuplar alenen nasıl okunur ve neler anlatılır ?,Zevcesinden aldığı yüz_kızartıcı mektuplar alenen nasıl okunur ve neler anlatılır ?
7875,Bütün siyasi tedbirler öyle bir tehlikeli hareketin önüne geçmek için alınmıştı .,Bütün siyasi tedbirler öyle bir tehlikeli hareketin önüne_geçmek için alınmıştı .
7883,Tanrı vergisi bir sesi var .,Tanrı_vergisi bir sesi var .
7887,O sırada aldığı kadının babasının birçok yardımını görmüştü .,O_sırada aldığı kadının babasının birçok yardımını görmüştü .
7888,Soğuk almak .,Soğuk_almak .
7892,Tadına bakmak için bir yudum aldım .,Tadına_bakmak için bir yudum aldım .
7896,Alt sınıf .,Alt_sınıf .
7905,"Gerçi , vekillerden bazıları yerli yerinde duruyordu ama !","Gerçi , vekillerden bazıları yerli_yerinde duruyordu ama !"
7918,Kupkuru bir ad hem de Satılmış gibi pek amiyane bir ad .,Kupkuru bir ad hem_de Satılmış gibi pek amiyane bir ad .
7919,"Polis şikâyetçi olunca savcı otomatik olarak harekete geçer , kamu davası açılır .","Polis şikâyetçi olunca savcı otomatik_olarak harekete geçer , kamu_davası açılır ."
7921,Londra sulh muahedesiyle Türk milletinin bünyesinde yapılan acıklı ampütasyonun canhıraş ızdırabını avutmak için burada halka bir avuç afyon hazırlamakla meşguldürler .,Londra sulh muahedesiyle Türk milletinin bünyesinde yapılan acıklı ampütasyonun canhıraş ızdırabını avutmak için burada halka bir_avuç afyon hazırlamakla meşguldürler .
7933,"Anasız çocuklardı , üvey ana cehennemiydi .","Anasız çocuklardı , üvey_ana cehennemiydi ."
7943,Hele bir de denizcilikten anlamıyorsanız su üstünde bahadırlık göstermek yerine beceriksizlik göstereceksiniz demektir .,Hele_bir de denizcilikten anlamıyorsanız su üstünde bahadırlık göstermek yerine beceriksizlik göstereceksiniz demektir .
7955,"Kim bilir bu herifin geçmişinde neler neler , ne antikalıklar , ne acayiplikler , ne madrabazlıklar vardı .","Kim_bilir bu herifin geçmişinde neler neler , ne antikalıklar , ne acayiplikler , ne madrabazlıklar vardı ."
7956,Bunlar da çoğu insanda nedense aşağılık kompleksi ve antipati yaratır .,Bunlar da çoğu insanda nedense aşağılık_kompleksi ve antipati yaratır .
7971,"Bir koltuğa oturdu , kesik kesik ifade vermeye başladı .","Bir koltuğa oturdu , kesik_kesik ifade vermeye başladı ."
7975,"Türkiye Büyük Millet Meclisi üyeliklerinde boşalma olması hâlinde , ara seçime gidilir .","Türkiye Büyük_Millet_Meclisi üyeliklerinde boşalma olması hâlinde , ara seçime gidilir ."
7977,Dünya böyledir zaten / Kadın olmasın ara yerde,Dünya böyledir zaten / Kadın olmasın ara_yerde
7984,İşçileri ariz amik inceleyip rapor edecek .,İşçileri ariz_amik inceleyip rapor edecek .
7987,Kazı bilimsel araştırmalar .,Kazı_bilimsel araştırmalar .
7992,Ara sıra mızıkayı durdurarak çalgıcılarla hatta ön sıradaki halkla arsız arsız konuşuyordu .,Ara_sıra mızıkayı durdurarak çalgıcılarla hatta ön sıradaki halkla arsız_arsız konuşuyordu .
7993,"Şöyle bir arşınladı iskeleyi , sonra cebinden bir düdük çıkarıp öttürdü .","Şöyle_bir arşınladı iskeleyi , sonra cebinden bir düdük çıkarıp öttürdü ."
8013,Durumu hiç değilse bir süre kurtarmak için giysiyi bir askıya takıp duvardaki çiviye astım .,Durumu hiç_değilse bir süre kurtarmak için giysiyi bir askıya takıp duvardaki çiviye astım .
8014,"Askılı , uzun , tiril tiril bir elbise giymişti .","Askılı , uzun , tiril_tiril bir elbise giymişti ."
8015,Aslan payı bana diyen diyene .,Aslan_payı bana diyen diyene .
8017,Bir zamanlar asma köprünün bulunduğu yerde şimdi cılız bir halat vardı .,Bir_zamanlar asma köprünün bulunduğu yerde şimdi cılız bir halat vardı .
8023,Bir gün içinde yukarıdan aşağı inmiştik .,Bir gün içinde yukarıdan_aşağı inmiştik .
8024,Bu evi aşağılı yukarılı kiraya veriyorlar .,Bu evi aşağılı_yukarılı kiraya veriyorlar .
8025,Çiçek aşısı .,Çiçek_aşısı .
8027,Aşılamaları sık sık sulamalı .,Aşılamaları sık_sık sulamalı .
8029,Ticaret az gelişmiş toplumlarda aşırı bir gelişme gösterir .,Ticaret az_gelişmiş toplumlarda aşırı bir gelişme gösterir .
8038,Fingir fingir aşüftelerin canı koca istiyor .,Fingir_fingir aşüftelerin canı koca istiyor .
8039,"Bu arsada zaman zaman at cambazları , hokkabazlar , palyaçolar hünerlerini gösterirler .","Bu arsada zaman_zaman at cambazları , hokkabazlar , palyaçolar hünerlerini gösterirler ."
8041,Bu kayık ateş hattımızın önüne gelir gelmez bir kumanda ile hep beraber şiddetli bir ateş açtık .,Bu kayık ateş hattımızın önüne gelir gelmez bir kumanda ile hep_beraber şiddetli bir ateş açtık .
8047,Bir kurşun atımı yer .,Bir_kurşun_atımı yer .
8063,"Kral hiç tınmadan , rahat rahat avdan döndü .","Kral hiç tınmadan , rahat_rahat avdan döndü ."
8064,"Avcı , elinde ipi silkeleyerek yavaş yavaş ağını çekiyordu .","Avcı , elinde ipi silkeleyerek yavaş_yavaş ağını çekiyordu ."
8065,Eliyle camı vurarak avdet etmek istediklerini anlattı .,Eliyle camı vurarak avdet_etmek istediklerini anlattı .
8068,Küvetteki suyu avuç avuç yüzüne çarptıktan sonra havluya el attı .,Küvetteki suyu avuç_avuç yüzüne çarptıktan sonra havluya el attı .
8074,Senin ayağınla köye akşama kadar varamayız .,Senin ayağınla köye akşama_kadar varamayız .
8077,Yarım saat bir ayak divanı yapılır .,Yarım saat bir ayak_divanı yapılır .
8078,"Hastayı iyi bulmak , aşağıda bekleyen hekimi , ayak teri verip savmak , çılgın bir arzu hâlinde birdenbire içine doğmuş , benliğini kavramıştı .","Hastayı iyi bulmak , aşağıda bekleyen hekimi , ayak_teri verip savmak , çılgın bir arzu hâlinde birdenbire içine doğmuş , benliğini kavramıştı ."
8080,Ayaklı dikiş makinesi .,Ayaklı dikiş_makinesi .
8082,"Dükkânlar karmakarışık , mallar bayat , kibar müşteriler birer birer çekiliyor , ayaktakımı her gün artıyor .","Dükkânlar karmakarışık , mallar bayat , kibar müşteriler birer_birer çekiliyor , ayaktakımı her_gün artıyor ."
8084,Fakat hepsinin yüzünde korku ve endişe emarelerini ayan beyan görmüştüm .,Fakat hepsinin yüzünde korku ve endişe emarelerini ayan_beyan görmüştüm .
8085,Memleket saat ayarı .,Memleket saat_ayarı .
8089,"Bir yandan ay çekirdeği çitler , bir yandan gözlük değiştire değiştire okurdu .","Bir_yandan ay_çekirdeği çitler , bir_yandan gözlük değiştire değiştire okurdu ."
8093,O zaten ötekine aygın baygın .,O zaten ötekine aygın_baygın .
8096,Bu ayıbı işleyenlerle birlik olmayı bir türlü kibrime yediremiyorum .,Bu ayıbı işleyenlerle birlik olmayı bir_türlü kibrime yediremiyorum .
8099,Gene de anlamın ne olduğunu çepeçevre bilmiyoruz dersem gerçeğe aykırı bir şey demiş olmam .,Gene_de anlamın ne olduğunu çepeçevre bilmiyoruz dersem gerçeğe_aykırı bir şey demiş olmam .
8100,"Bu demir yolu , Eğrikaya'dan keçi yurdu önünden , dereyi aykırılar .","Bu demir_yolu , Eğrikaya'dan keçi yurdu önünden , dereyi aykırılar ."
8103,Üç aylık çocuk .,Üç_aylık çocuk .
8104,"Bırak gece yarısı hoşbeşi Allah aşkına , aydım artık gidip yatayım .","Bırak gece_yarısı hoşbeşi Allah_aşkına , aydım artık gidip yatayım ."
8133,"Simsiyah kısa bıyıkları , zeki parlak gözlerle aydınlanan azimli çehresini bütün bütün karartıyordu .","Simsiyah kısa bıyıkları , zeki parlak gözlerle aydınlanan azimli çehresini bütün_bütün karartıyordu ."
8139,Bektaşi babası .,Bektaşi_babası .
8143,O sırada babalığını anımsıyordu kötü bir düşü anımsarcasına ve kızgınlıktan tepesi atıyordu .,O_sırada babalığını anımsıyordu kötü bir düşü anımsarcasına ve kızgınlıktan tepesi atıyordu .
8146,Baba yadigârı kümesteki tavuklar yumurtlamışsa ıspanaklı iki yumurta pişirirdi .,Baba_yadigârı kümesteki tavuklar yumurtlamışsa ıspanaklı iki yumurta pişirirdi .
8153,Bütün bütün badikleşerek yokuşu inmeye başladı .,Bütün_bütün badikleşerek yokuşu inmeye başladı .
8154,"Çifti sekiz liraya satın alınmış , yanları el işi bagetli siyah çoraplarını giymiş .","Çifti sekiz liraya satın alınmış , yanları el_işi bagetli siyah çoraplarını giymiş ."
8157,"Yerlisi , çoğu dışarıdan gelme yeni sakinlerinin bağ bozumu hırsını kederli gözleriyle seyreder .","Yerlisi , çoğu dışarıdan gelme yeni sakinlerinin bağ_bozumu hırsını kederli gözleriyle seyreder ."
8159,"İçerde , peykelere bağdaşmış , sarıkları kirli , sakalları seyrek , kara sarı ihtiyarlar .","İçerde , peykelere bağdaşmış , sarıkları kirli , sakalları seyrek , kara_sarı ihtiyarlar ."
8162,Bir dairenin yarı çapı ile alanı arasında şöyle bir bağıntı vardır .,Bir dairenin yarı çapı ile alanı arasında şöyle_bir bağıntı vardır .
8164,"Çiçek aşısı , çiçek hastalığına karşı insanı bağışık kılar .","Çiçek_aşısı , çiçek hastalığına karşı insanı bağışık kılar ."
8176,Tozlu yollardan bağrış çağrış bir çocuk sürüsü geçti .,Tozlu yollardan bağrış_çağrış bir çocuk sürüsü geçti .
8178,"Dumanlı dumanlı , sıcak sıcak , baharatlı köfteler .","Dumanlı dumanlı , sıcak_sıcak , baharatlı köfteler ."
8179,"Yağ , peynir satanlar , baharcılar , inci boncuk , koku satanlar sokaklara salaşlar kurar , sıra sıra dizilirler .","Yağ , peynir satanlar , baharcılar , inci boncuk , koku satanlar sokaklara salaşlar kurar , sıra_sıra dizilirler ."
8192,bakırlaşmış derime hasetle bakarak zehir gibi bir kahkaha şaklattı .,bakırlaşmış derime hasetle bakarak zehir_gibi bir kahkaha şaklattı .
8203,"Bir ara ne olur ne olmaz deyip frenleri , fren balatalarını gözden geçirdik .","Bir_ara ne_olur_ne_olmaz deyip frenleri , fren balatalarını gözden geçirdik ."
8211,"O zaman nişan balosu falan yoktu , olsa da şoförün balosu mu olur ?","O_zaman nişan balosu falan yoktu , olsa da şoförün balosu mu olur ?"
8213,"Bal rengi gözlerin gözdağıyla , korkuyla sinmeyen cesareti olduğunu anlamıştı .","Bal_rengi gözlerin gözdağıyla , korkuyla sinmeyen cesareti olduğunu anlamıştı ."
8219,"Nerede o , meclis kürsülerinden ' mahkûmu ıslah ediyoruz ' diye bangır bangır bağıran adliye vekilleri ?","Nerede o , meclis kürsülerinden' mahkûmu ıslah ediyoruz' diye bangır_bangır bağıran adliye vekilleri ?"
8221,Ayrı hatlarda banliyö treni sefere hazırlanıyor .,Ayrı hatlarda banliyö_treni sefere hazırlanıyor .
8224,"Banyolu , yatağı kuş tüyü yastıklı bir oda bulacaksın .","Banyolu , yatağı kuş_tüyü yastıklı bir oda bulacaksın ."
8225,Baobap ağaçları görmüş bir seyyah için çam ormanı o kadar az çekicidir ki .,Baobap ağaçları görmüş bir seyyah için çam ormanı o_kadar az çekicidir ki .
8235,Ölümle barışık olmak güzel ve anlamlı bir durumdu .,Ölümle barışık_olmak güzel ve anlamlı bir durumdu .
8241,Bunlar memleketin edebiyat tarihinde beni yavaş yavaş yükselten birer basamak .,Bunlar memleketin edebiyat tarihinde beni yavaş_yavaş yükselten birer basamak .
8242,"Çocuğun bitmeyen dertleriyle haşır neşir , adım adım , basamak basamak onunla birlikte bir yaşam savaşı verir .","Çocuğun bitmeyen dertleriyle haşır_neşir , adım_adım , basamak_basamak onunla birlikte bir yaşam savaşı verir ."
8248,Bu dört kişi güç bela baskından kurtulup bana sığınmış .,Bu dört kişi güç_bela baskından kurtulup bana sığınmış .
8257,Zaten daha sonraki Hint tiyatrosu canlılığını bütün bütün kaybedecek ve basmakalıplaşacaktır .,Zaten daha sonraki Hint tiyatrosu canlılığını bütün_bütün kaybedecek ve basmakalıplaşacaktır .
8265,Bu iki güreşçi başa baş güreştiler .,Bu iki güreşçi başa_baş güreştiler .
8269,"Dükkânın camında baş aşağı asılmış , yan yana dizilmiş bastonlar duruyordu .","Dükkânın camında baş_aşağı asılmış , yan_yana dizilmiş bastonlar duruyordu ."
8270,"Günler , düzenlenen eylemlerin baş döndürücü heyecanıyla hızla akıp geçiyordu .","Günler , düzenlenen eylemlerin baş_döndürücü heyecanıyla hızla akıp geçiyordu ."
8271,Orada başefendinin de dalına şöyle bir biniliyordu .,Orada başefendinin de dalına şöyle_bir biniliyordu .
